date,year,month,quarter,week,aggregation_level,price_exaa_mean,price_mc_auction_mean,price_count_exaa,price_count_mc,data_completeness,month_name,carbonprices_exchange_rate_eur_usd,carbonprices_primary_market,carbonprices_secondary_market,climate_cdd_at,climate_hdd_at,climate_cdd_eu,climate_hdd_eu,prod_gross_electricity_production,prod_gross_electricity_consumption,prod_hydropower_production_total,prod_fossil_sk_production,prod_fossil_DvfB_production,prod_fossil_DvOe_production,prod_fossil_gas_production,prod_fossil_subtotal_production,prod_renewable_bio_production,prod_renewable_SoBio_production,prod_other_fuels_production,prod_fuel_production_total,prod_wind_total,prod_pv_total,prod_geothermal_total,prod_power_production_total,prod_electricity_imports,prod_electricity_exports,oegpi_month,oegpi_quarter,oegpi_season,oegpi_year,econ_prod_index_industry,econ_consumer_price_index,econ_exports_total_EUR,econ_turnover_index_commercial_sales,econ_count_overnight_stays,econ_turnover_industry,econ_count_employees_industry,econ_prod_index_construction,econ_total_production_construction,econ_turnover_index_construction,econ_turnover_construction,econ_count_employees_construction,econ_turnover_index_wholesale,econ_turnover_index_retail,econ_count_employees_retail,econ_turnover_index_car_retail,econ_imports_total_EUR,econ_imports_energy_EUR
2017-03-01,2017.0,3.0,1.0,9.0,monthly,31.0,,2972.0,0.0,99.9,March,1.068469565,5.0,,0.0,349.14,0.01,344.22,5142155.0,6044775.0,3207621.0,187889.0,177967.0,48504.0,1067395.0,1481756.0,277248.0,115132.0,75676.0,1949812.0,604558.0,111905.0,10.0,5875330.0,2771482.0,1885023.0,,,,,,102.6,12880257440.0,,13874964.0,,,,,,,,,,,,13413445782.0,957234845.0
2017-03-02,2017.0,3.0,1.0,9.0,daily,28.0,,96.0,0.0,100.0,March,1.068469565,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-03,2017.0,3.0,1.0,9.0,daily,38.0,,96.0,0.0,100.0,March,1.068469565,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-04,2017.0,3.0,1.0,9.0,daily,33.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-05,2017.0,3.0,1.0,9.0,daily,16.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-06,2017.0,3.0,1.0,10.0,daily,41.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-06,2017.0,3.0,1.0,10.0,weekly,31.0,,672.0,0.0,100.0,March,1.067628652,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-07,2017.0,3.0,1.0,10.0,daily,44.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-08,2017.0,3.0,1.0,10.0,daily,36.0,,96.0,0.0,100.0,March,1.068469565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-09,2017.0,3.0,1.0,10.0,daily,37.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-10,2017.0,3.0,1.0,10.0,daily,34.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-11,2017.0,3.0,1.0,10.0,daily,34.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-12,2017.0,3.0,1.0,10.0,daily,27.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-13,2017.0,3.0,1.0,11.0,daily,38.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-13,2017.0,3.0,1.0,11.0,weekly,36.0,,672.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-14,2017.0,3.0,1.0,11.0,daily,35.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-15,2017.0,3.0,1.0,11.0,daily,33.0,,96.0,0.0,100.0,March,1.068469565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-16,2017.0,3.0,1.0,11.0,daily,35.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-17,2017.0,3.0,1.0,11.0,daily,29.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-18,2017.0,3.0,1.0,11.0,daily,16.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-19,2017.0,3.0,1.0,11.0,daily,14.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-20,2017.0,3.0,1.0,12.0,daily,25.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-20,2017.0,3.0,1.0,12.0,weekly,27.0,,672.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21,2017.0,3.0,1.0,12.0,daily,30.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-22,2017.0,3.0,1.0,12.0,daily,37.0,,96.0,0.0,100.0,March,1.068469565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-23,2017.0,3.0,1.0,12.0,daily,35.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-24,2017.0,3.0,1.0,12.0,daily,34.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-25,2017.0,3.0,1.0,12.0,daily,26.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-26,2017.0,3.0,1.0,12.0,daily,24.0,,92.0,0.0,95.8,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-27,2017.0,3.0,1.0,13.0,daily,34.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-27,2017.0,3.0,1.0,13.0,weekly,32.0,,668.0,0.0,99.4,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-28,2017.0,3.0,1.0,13.0,daily,34.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-29,2017.0,3.0,1.0,13.0,daily,29.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-30,2017.0,3.0,1.0,13.0,daily,33.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,2017.0,3.0,1.0,13.0,daily,31.0,,96.0,0.0,100.0,March,1.068469565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-01,2017.0,4.0,2.0,13.0,daily,31.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-01,2017.0,4.0,2.0,13.0,monthly,29.0,,2880.0,0.0,96.8,April,1.072266667,5.0,,0.0,317.57,0.01,286.56,4661170.0,5431566.0,3181037.0,95353.0,174876.0,34097.0,657331.0,961657.0,254716.0,110759.0,78278.0,1405411.0,685423.0,115437.0,0.0,5387848.0,2641747.0,1882201.0,,,,,,102.8,11095616724.0,,8348515.0,,,,,,,,,,,,11375954561.0,747394991.0
2017-04-02,2017.0,4.0,2.0,13.0,daily,28.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-03,2017.0,4.0,2.0,14.0,daily,36.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-03,2017.0,4.0,2.0,14.0,weekly,32.0,,672.0,0.0,100.0,April,1.0692289854,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-04,2017.0,4.0,2.0,14.0,daily,39.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-05,2017.0,4.0,2.0,14.0,daily,32.0,,96.0,0.0,100.0,April,1.072266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06,2017.0,4.0,2.0,14.0,daily,30.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-07,2017.0,4.0,2.0,14.0,daily,32.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-08,2017.0,4.0,2.0,14.0,daily,34.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-09,2017.0,4.0,2.0,14.0,daily,26.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-10,2017.0,4.0,2.0,15.0,daily,31.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-10,2017.0,4.0,2.0,15.0,weekly,32.0,,672.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-11,2017.0,4.0,2.0,15.0,daily,32.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-12,2017.0,4.0,2.0,15.0,daily,29.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-13,2017.0,4.0,2.0,15.0,daily,29.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-14,2017.0,4.0,2.0,15.0,daily,30.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-15,2017.0,4.0,2.0,15.0,daily,19.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-16,2017.0,4.0,2.0,15.0,daily,9.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-17,2017.0,4.0,2.0,16.0,daily,18.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-17,2017.0,4.0,2.0,16.0,weekly,24.0,,672.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-18,2017.0,4.0,2.0,16.0,daily,34.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-19,2017.0,4.0,2.0,16.0,daily,37.0,,96.0,0.0,100.0,April,1.072266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-20,2017.0,4.0,2.0,16.0,daily,39.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-21,2017.0,4.0,2.0,16.0,daily,31.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22,2017.0,4.0,2.0,16.0,daily,12.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-23,2017.0,4.0,2.0,16.0,daily,12.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-24,2017.0,4.0,2.0,17.0,daily,30.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-24,2017.0,4.0,2.0,17.0,weekly,28.0,,672.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-25,2017.0,4.0,2.0,17.0,daily,37.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-26,2017.0,4.0,2.0,17.0,daily,41.0,,96.0,0.0,100.0,April,1.072266667,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-27,2017.0,4.0,2.0,17.0,daily,38.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-28,2017.0,4.0,2.0,17.0,daily,37.0,,96.0,0.0,100.0,April,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29,2017.0,4.0,2.0,17.0,daily,32.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-30,2017.0,4.0,2.0,17.0,daily,6.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01,2017.0,5.0,2.0,18.0,daily,14.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01,2017.0,5.0,2.0,18.0,monthly,32.0,,2976.0,0.0,100.0,May,1.10575,5.0,,0.48,133.99,1.5,139.71,5131564.0,5339871.0,4269994.0,33832.0,191485.0,29524.0,273415.0,528257.0,257499.0,122091.0,88655.0,996502.0,490354.0,165136.0,0.0,5922899.0,2162138.0,1965173.0,,,,,,102.9,12552195424.0,,7163569.0,,,,,,,,,,,,12828813901.0,888555104.0
2017-05-01,2017.0,5.0,2.0,18.0,weekly,29.0,,672.0,0.0,100.0,May,1.072266667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-02,2017.0,5.0,2.0,18.0,daily,35.0,,96.0,0.0,100.0,May,1.10575,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,2017.0,5.0,2.0,18.0,daily,33.0,,96.0,0.0,100.0,May,1.10575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-04,2017.0,5.0,2.0,18.0,daily,31.0,,96.0,0.0,100.0,May,1.10575,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,2017.0,5.0,2.0,18.0,daily,37.0,,96.0,0.0,100.0,May,1.10575,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06,2017.0,5.0,2.0,18.0,daily,32.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-07,2017.0,5.0,2.0,18.0,daily,28.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08,2017.0,5.0,2.0,19.0,daily,31.0,,96.0,0.0,100.0,May,1.10575,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08,2017.0,5.0,2.0,19.0,weekly,32.0,,672.0,0.0,100.0,May,1.10575,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-09,2017.0,5.0,2.0,19.0,daily,39.0,,96.0,0.0,100.0,May,1.10575,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-10,2017.0,5.0,2.0,19.0,daily,38.0,,96.0,0.0,100.0,May,1.10575,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-11,2017.0,5.0,2.0,19.0,daily,36.0,,96.0,0.0,100.0,May,1.10575,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-12,2017.0,5.0,2.0,19.0,daily,33.0,,96.0,0.0,100.0,May,1.10575,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-13,2017.0,5.0,2.0,19.0,daily,33.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-14,2017.0,5.0,2.0,19.0,daily,27.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-15,2017.0,5.0,2.0,20.0,daily,37.0,,96.0,0.0,100.0,May,1.10575,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-15,2017.0,5.0,2.0,20.0,weekly,35.0,,672.0,0.0,100.0,May,1.10575,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-16,2017.0,5.0,2.0,20.0,daily,35.0,,96.0,0.0,100.0,May,1.10575,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-17,2017.0,5.0,2.0,20.0,daily,33.0,,96.0,0.0,100.0,May,1.10575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-18,2017.0,5.0,2.0,20.0,daily,31.0,,96.0,0.0,100.0,May,1.10575,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-19,2017.0,5.0,2.0,20.0,daily,34.0,,96.0,0.0,100.0,May,1.10575,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-20,2017.0,5.0,2.0,20.0,daily,30.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-21,2017.0,5.0,2.0,20.0,daily,27.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-22,2017.0,5.0,2.0,21.0,daily,35.0,,96.0,0.0,100.0,May,1.10575,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-22,2017.0,5.0,2.0,21.0,weekly,32.0,,672.0,0.0,100.0,May,1.10575,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-23,2017.0,5.0,2.0,21.0,daily,34.0,,96.0,0.0,100.0,May,1.10575,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24,2017.0,5.0,2.0,21.0,daily,31.0,,96.0,0.0,100.0,May,1.10575,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-25,2017.0,5.0,2.0,21.0,daily,24.0,,96.0,0.0,100.0,May,1.10575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-26,2017.0,5.0,2.0,21.0,daily,33.0,,96.0,0.0,100.0,May,1.10575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-27,2017.0,5.0,2.0,21.0,daily,27.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-28,2017.0,5.0,2.0,21.0,daily,18.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-29,2017.0,5.0,2.0,22.0,daily,37.0,,96.0,0.0,100.0,May,1.10575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-29,2017.0,5.0,2.0,22.0,weekly,29.0,,672.0,0.0,100.0,May,1.10575,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-30,2017.0,5.0,2.0,22.0,daily,36.0,,96.0,0.0,100.0,May,1.10575,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,2017.0,5.0,2.0,22.0,daily,34.0,,96.0,0.0,100.0,May,1.10575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-01,2017.0,6.0,2.0,22.0,daily,37.0,,96.0,0.0,100.0,June,1.122945455,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-01,2017.0,6.0,2.0,22.0,monthly,30.0,,2880.0,0.0,96.8,June,1.122945455,5.0,,7.21,27.66,24.81,48.6,4786355.0,5184909.0,3757206.0,27530.0,184434.0,47825.0,517362.0,777151.0,250524.0,124445.0,85244.0,1237363.0,426868.0,168796.0,1.0,5591128.0,2188338.0,1805916.0,,,,,,103.0,11782539262.0,,11271817.0,,,,,,,,,,,,12002626600.0,799233048.0
2017-06-02,2017.0,6.0,2.0,22.0,daily,36.0,,96.0,0.0,100.0,June,1.122945455,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-03,2017.0,6.0,2.0,22.0,daily,30.0,,96.0,0.0,100.0,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-04,2017.0,6.0,2.0,22.0,daily,19.0,,96.0,0.0,100.0,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-05,2017.0,6.0,2.0,23.0,daily,26.0,,96.0,0.0,100.0,June,1.122945455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-05,2017.0,6.0,2.0,23.0,weekly,31.0,,672.0,0.0,100.0,June,1.116067273,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-06,2017.0,6.0,2.0,23.0,daily,34.0,,96.0,0.0,100.0,June,1.122945455,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-07,2017.0,6.0,2.0,23.0,daily,15.0,,96.0,0.0,100.0,June,1.122945455,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-08,2017.0,6.0,2.0,23.0,daily,30.0,,96.0,0.0,100.0,June,1.122945455,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-09,2017.0,6.0,2.0,23.0,daily,32.0,,96.0,0.0,100.0,June,1.122945455,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-10,2017.0,6.0,2.0,23.0,daily,30.0,,96.0,0.0,100.0,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-11,2017.0,6.0,2.0,23.0,daily,22.0,,96.0,0.0,100.0,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12,2017.0,6.0,2.0,24.0,daily,29.0,,96.0,0.0,100.0,June,1.122945455,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12,2017.0,6.0,2.0,24.0,weekly,27.0,,672.0,0.0,100.0,June,1.122945455,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-13,2017.0,6.0,2.0,24.0,daily,31.0,,96.0,0.0,100.0,June,1.122945455,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-14,2017.0,6.0,2.0,24.0,daily,38.0,,96.0,0.0,100.0,June,1.122945455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-15,2017.0,6.0,2.0,24.0,daily,33.0,,96.0,0.0,100.0,June,1.122945455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-16,2017.0,6.0,2.0,24.0,daily,23.0,,96.0,0.0,100.0,June,1.122945455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-17,2017.0,6.0,2.0,24.0,daily,24.0,,96.0,0.0,100.0,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-18,2017.0,6.0,2.0,24.0,daily,26.0,,96.0,0.0,100.0,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-19,2017.0,6.0,2.0,25.0,daily,38.0,,96.0,0.0,100.0,June,1.122945455,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-19,2017.0,6.0,2.0,25.0,weekly,30.0,,672.0,0.0,100.0,June,1.122945455,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-20,2017.0,6.0,2.0,25.0,daily,36.0,,96.0,0.0,100.0,June,1.122945455,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
